Date,Mid Price
12/24/2019,97.08
12/23/2019,110.91
12/22/2019,190.14
12/21/2019,155.23
12/20/2019,141.48
12/19/2019,70.52
12/18/2019,89.87
12/17/2019,140.79
12/16/2019,79.66
12/15/2019,110.44
12/14/2019,139.75
12/13/2019,164.4
12/12/2019,99.79
12/11/2019,111.83
12/10/2019,189.13
12/9/2019,130.15
12/8/2019,219.84
12/7/2019,174.94
12/6/2019,134.85
12/5/2019,36.86
12/4/2019,64.18
12/3/2019,69.28
12/2/2019,86.08
12/1/2019,99.73
11/30/2019,41.19
11/29/2019,122.19
11/28/2019,97.06
11/27/2019,37.18
11/26/2019,37.49
11/25/2019,41.17
11/24/2019,110.11
11/23/2019,63.35
11/22/2019,83.86
11/21/2019,65.17
11/20/2019,46.27
11/19/2019,33.14
11/18/2019,19.85
11/17/2019,125.9
11/16/2019,91.22
11/15/2019,56.77
11/14/2019,53.75
11/13/2019,106.88
11/12/2019,89.57
11/11/2019,101.72
11/10/2019,118.98
11/9/2019,125.21
11/8/2019,127.43
11/7/2019,67.84
11/6/2019,48.77
11/5/2019,129.4
11/4/2019,75.66
11/3/2019,143.99
11/2/2019,135
11/1/2019,35.14
10/31/2019,133.29
10/30/2019,111.12
10/29/2019,134.13
10/28/2019,28.94
10/27/2019,166.39
10/26/2019,78.83
10/25/2019,67.88
10/24/2019,56.27
10/23/2019,80.02
10/22/2019,42.25
10/21/2019,57.74
10/20/2019,56.13
10/19/2019,60.31
10/18/2019,64.05
10/17/2019,156.8
10/16/2019,114.65
10/15/2019,68.05
10/14/2019,108.55
10/13/2019,80.63
10/12/2019,88.08
10/11/2019,95.08
10/10/2019,119.93
10/9/2019,62.58
10/8/2019,165.35
10/7/2019,137.56
10/6/2019,192.8
10/5/2019,200.44
10/4/2019,105.75
10/3/2019,46.59
10/2/2019,92.82
10/1/2019,65.08
9/30/2019,113
9/29/2019,165.02
9/28/2019,97.83
9/27/2019,101.26
9/26/2019,60.07
9/25/2019,144.83
9/24/2019,120.81
9/23/2019,134.52
9/22/2019,133.98
9/21/2019,139.28
9/20/2019,98.34
9/19/2019,184.82
9/18/2019,72.64
9/17/2019,79.18
9/16/2019,67.24
9/15/2019,154.3
9/14/2019,103.05
9/13/2019,103.12
9/12/2019,100.33
9/11/2019,58.52
9/10/2019,64.63
9/9/2019,65.84
9/8/2019,128.76
9/7/2019,160.77
9/6/2019,130.51
9/5/2019,106.57
9/4/2019,92.02
9/3/2019,95.61
9/2/2019,229.98
9/1/2019,242.38
8/31/2019,135.02
8/30/2019,116.43
8/29/2019,100.25
8/28/2019,132.75
8/27/2019,173.5
8/26/2019,267.98
8/25/2019,321.21
8/24/2019,386.19
8/23/2019,268.83
8/22/2019,186.06
8/21/2019,278.29
8/20/2019,229.29
8/19/2019,144.84
8/18/2019,196.87
8/17/2019,176.17
8/16/2019,105.71
8/15/2019,144.25
8/14/2019,133.71
8/13/2019,70.1
8/12/2019,109.59
8/11/2019,123.95
8/10/2019,57.72
8/9/2019,92.35
8/8/2019,93.48
8/7/2019,92.22
8/6/2019,84.05
8/5/2019,83.03
8/4/2019,87.14
8/3/2019,153.64
8/2/2019,117.41
8/1/2019,150.2
7/31/2019,103.01
7/30/2019,139.24
7/29/2019,86.97
7/28/2019,133.67
7/27/2019,174.53
7/26/2019,116.11
7/25/2019,40.68
7/24/2019,79.72
7/23/2019,114.24
7/22/2019,75.32
7/21/2019,112.14
7/20/2019,28.88
7/19/2019,61.84
7/18/2019,61.63
7/17/2019,77.06
7/16/2019,53.41
7/15/2019,72.19
7/14/2019,58.43
7/13/2019,126.95
7/12/2019,72.49
7/11/2019,103.84
7/10/2019,45.62
7/9/2019,40.14
7/8/2019,72.06
7/7/2019,180.55
7/6/2019,93.29
7/5/2019,72.83
7/4/2019,96.84
7/3/2019,126.27
7/2/2019,144.12
7/1/2019,174.62
6/30/2019,114.41
6/29/2019,96.2
6/28/2019,129.48
6/27/2019,64.08
6/26/2019,142.51
6/25/2019,74.19
6/24/2019,92.75
6/23/2019,245.77
6/22/2019,127.09
6/21/2019,178.92
6/20/2019,116.67
6/19/2019,77.89
6/18/2019,146.35
6/17/2019,82.16
6/16/2019,198.5
6/15/2019,175.49
6/14/2019,145.07
6/13/2019,143.87
6/12/2019,116.03
6/11/2019,130.24
6/10/2019,162.1
6/9/2019,174.61
6/8/2019,139.29
6/7/2019,242.25
6/6/2019,137.43
6/5/2019,217.51
6/4/2019,120.06
6/3/2019,72.86
6/2/2019,159.79
6/1/2019,97.55
5/31/2019,94.35
5/30/2019,50.84
5/29/2019,55.62
5/28/2019,69.48
5/27/2019,102.04
5/26/2019,138.34
5/25/2019,151.55
5/24/2019,144.24
5/23/2019,71.04
5/22/2019,69.8
5/21/2019,73.8
5/20/2019,95.08
5/19/2019,95.86
5/18/2019,95.04
5/17/2019,117.89
5/16/2019,94.72
5/15/2019,132.3
5/14/2019,126.65
5/13/2019,94.65
5/12/2019,155.26
5/11/2019,46.84
5/10/2019,108.12
5/9/2019,67.46
5/8/2019,101.81
5/7/2019,111.09
5/6/2019,93.78
5/5/2019,98.38
5/4/2019,71.39
5/3/2019,57.65
5/2/2019,30.2
5/1/2019,112.75
4/30/2019,75.34
4/29/2019,97.53
4/28/2019,107.52
4/27/2019,56.25
4/26/2019,67.89
4/25/2019,76.31
4/24/2019,60.14
4/23/2019,56.96
4/22/2019,78.68
4/21/2019,83.39
4/20/2019,52.37
4/19/2019,48.34
4/18/2019,56.96
4/17/2019,63.24
4/16/2019,58.1
4/15/2019,76.25
4/14/2019,161.23
4/13/2019,66.73
4/12/2019,75.79
4/11/2019,54.57
4/10/2019,71.78
4/9/2019,60.19
4/8/2019,58.07
4/7/2019,127.54
4/6/2019,108.22
4/5/2019,50.15
4/4/2019,82.78
4/3/2019,81.95
4/2/2019,130.56
4/1/2019,117.34
3/31/2019,134.75
3/30/2019,101.92
3/29/2019,91.25
3/28/2019,53.74
3/27/2019,92.66
3/26/2019,78.28
3/25/2019,69.27
3/24/2019,127.53
3/23/2019,102.4
3/22/2019,83.99
3/21/2019,91.17
3/20/2019,75.89
3/19/2019,82.83
3/18/2019,77.23
3/17/2019,101.36
3/16/2019,65.37
3/15/2019,66.48
3/14/2019,56.33
3/13/2019,81.38
3/12/2019,93.23
3/11/2019,161.35
3/10/2019,138.96
3/9/2019,67.73
3/8/2019,81.81
3/7/2019,138.86
3/6/2019,78.64
3/5/2019,138.38
3/4/2019,71.01
3/3/2019,101.11
3/2/2019,118.68
3/1/2019,110.76
2/28/2019,125.24
2/27/2019,128.81
2/26/2019,68.54
2/25/2019,84.03
2/24/2019,4.05
2/23/2019,93.12
2/22/2019,115.34
2/21/2019,87.44
2/20/2019,65.36
2/19/2019,79.79
2/18/2019,57.35
2/17/2019,10.92
2/16/2019,27.08
2/15/2019,55.54
2/14/2019,35.99
2/13/2019,93.01
2/12/2019,45.91
2/11/2019,59.53
2/10/2019,95.37
2/9/2019,49.63
2/8/2019,76.81
2/7/2019,93.79
2/6/2019,145.25
2/5/2019,87.75
2/4/2019,216.31
2/3/2019,134.38
2/2/2019,82.06
2/1/2019,95.81
1/31/2019,126.24
1/30/2019,123.71
1/29/2019,62.53
1/28/2019,73.71
1/27/2019,218.94
1/26/2019,107.16
1/25/2019,105.17
1/24/2019,106.06
1/23/2019,88.26
1/22/2019,107.95
1/21/2019,216.29
1/20/2019,178.48
1/19/2019,109
1/18/2019,154.17
1/17/2019,168.92
1/16/2019,173.46
1/15/2019,104.39
1/14/2019,223.58
1/13/2019,120.96
1/12/2019,175.61
1/11/2019,170.68
1/10/2019,148.84
1/9/2019,120.42
1/8/2019,259.25
1/7/2019,148.61
1/6/2019,230.39
1/5/2019,4.7
1/4/2019,153.15
1/3/2019,212.58
1/2/2019,146.97
1/1/2019,204.03
12/31/2018,149.82
12/30/2018,213.53
12/29/2018,116.81
12/28/2018,156.65
12/27/2018,161.1
12/26/2018,198.19
12/25/2018,171.11
12/24/2018,141.79
12/23/2018,261.36
12/22/2018,10.92
12/21/2018,144.91
12/20/2018,79.38
12/19/2018,114.17
12/18/2018,103.24
12/17/2018,101.75
12/16/2018,186.66
12/15/2018,90.26
12/14/2018,86.56
12/13/2018,121.67
12/12/2018,57.97
12/11/2018,88.44
12/10/2018,71.08
12/9/2018,130.49
12/8/2018,123.21
12/7/2018,101.45
12/6/2018,110.19
12/5/2018,83.26
12/4/2018,109.29
12/3/2018,158.49
12/2/2018,167.46
12/1/2018,142.31
11/30/2018,136.43
11/29/2018,183.21
11/28/2018,100.92
11/27/2018,93.08
11/26/2018,168.44
11/25/2018,168.06
11/24/2018,49.06
11/23/2018,24.17
11/22/2018,21.81
11/21/2018,46.86
11/20/2018,29.26
11/19/2018,10.92
11/18/2018,90.25
11/17/2018,34.95
11/16/2018,30.47
11/15/2018,55.04
11/14/2018,53.94
11/13/2018,64.87
11/12/2018,42.33
11/11/2018,64.34
11/10/2018,54.44
11/9/2018,41.01
11/8/2018,51.63
11/7/2018,61.17
11/6/2018,148.95
11/5/2018,90.47
11/4/2018,223.53
11/3/2018,77.39
11/2/2018,82.99
11/1/2018,84.17
10/31/2018,79.07
10/30/2018,51.28
10/29/2018,64.23
10/28/2018,136.61
10/27/2018,79.2
10/26/2018,65.53
10/25/2018,89.53
10/24/2018,73.6
10/23/2018,52.04
10/22/2018,89.49
10/21/2018,118.94
10/20/2018,61.88
10/19/2018,70.3
10/18/2018,100.13
10/17/2018,77.94
10/16/2018,109.71
10/15/2018,85.8
10/14/2018,92.58
10/13/2018,70.22
10/12/2018,103.11
10/11/2018,68.38
10/10/2018,58.99
10/9/2018,31.39
10/8/2018,112.49
10/7/2018,197.77
10/6/2018,66.47
10/5/2018,66.64
10/4/2018,119.36
10/3/2018,107.49
10/2/2018,130.93
10/1/2018,166.69
9/30/2018,83.77
9/29/2018,33.38
9/28/2018,52.38
9/27/2018,22.95
9/26/2018,37.16
9/25/2018,55.65
9/24/2018,89.13
9/23/2018,124.25
9/22/2018,74.22
9/21/2018,88.17
9/20/2018,54.24
9/19/2018,74.06
9/18/2018,71.72
9/17/2018,100.71
9/16/2018,103.72
9/15/2018,62.01
9/14/2018,36.1
9/13/2018,29.73
9/12/2018,40.31
9/11/2018,49.37
9/10/2018,47.25
9/9/2018,92.74
9/8/2018,89.41
9/7/2018,67.9
9/6/2018,68.5
9/5/2018,37.66
9/4/2018,74.36
9/3/2018,115.11
9/2/2018,98.8
9/1/2018,46.12
8/31/2018,121.46
8/30/2018,90.46
8/29/2018,92.96
8/28/2018,165.65
8/27/2018,108.44
8/26/2018,96.04
8/25/2018,139.94
8/24/2018,80.33
8/23/2018,89.75
8/22/2018,38.52
8/21/2018,81.92
8/20/2018,45.18
8/19/2018,96.59
8/18/2018,96.63
8/17/2018,62.36
8/16/2018,30.89
8/15/2018,20.08
8/14/2018,55.18
8/13/2018,88.52
8/12/2018,109.73
8/11/2018,44.22
8/10/2018,76.97
8/9/2018,69.96
8/8/2018,56.98
8/7/2018,72.24
8/6/2018,112.91
8/5/2018,141.99
8/4/2018,107.88
8/3/2018,87.73
8/2/2018,117.93
8/1/2018,57.71
7/31/2018,91.35
7/30/2018,153.38
7/29/2018,117.4
7/28/2018,99.78
7/27/2018,61.47
7/26/2018,104.65
7/25/2018,57.92
7/24/2018,77.37
7/23/2018,78.59
7/22/2018,156.61
7/21/2018,108.3
7/20/2018,132.11
7/19/2018,55.33
7/18/2018,75.12
7/17/2018,58.55
7/16/2018,89.31
7/15/2018,146.72
7/14/2018,54.33
7/13/2018,74.75
7/12/2018,84.92
7/11/2018,40.76
7/10/2018,81.98
7/9/2018,110.48
7/8/2018,164.84
7/7/2018,121.36
7/6/2018,184.49
7/5/2018,80.07
7/4/2018,87.2
7/3/2018,119.73
7/2/2018,80.26
7/1/2018,136.2
6/30/2018,114.66
6/29/2018,54.02
6/28/2018,89.28
6/27/2018,39.58
6/26/2018,218.91
6/25/2018,63.53
6/24/2018,85.36
6/23/2018,40.76
6/22/2018,80.35
6/21/2018,71.67
6/20/2018,222.05
6/19/2018,165.86
